transaction_id,customer_id,transaction_date,platform,product,quantity,unit_price,subtotal,shipping_cost,platform_fee,total_amount,year,month,quarter,day_of_week,is_weekend,season
1384,490,2023-09-16,mercadolibre,towels,4,9294,37176,0,4832.88,37176,2023,9,3,5,True,Spring
144,27,2023-09-17,mercadolibre,jackets,2,30919,61838,0,8038.94,61838,2023,9,3,6,True,Spring
167,34,2023-09-17,mercadolibre,tshirts,2,12822,25644,3500,3333.7200000000003,29144,2023,9,3,6,True,Spring
809,10,2023-09-17,mercadolibre,socks,3,5942,17826,5500,2317.38,23326,2023,9,3,6,True,Spring
78,100,2023-09-17,mercadolibre,jackets,2,21118,42236,0,5490.68,42236,2023,9,3,6,True,Spring
538,23,2023-09-18,mercadolibre,jackets,1,27145,27145,5500,3528.85,32645,2023,9,3,0,False,Spring
1642,13,2023-09-19,mercadolibre,jackets,2,28520,57040,0,7415.2,57040,2023,9,3,1,False,Spring
1883,322,2023-09-19,mercadolibre,jackets,1,28358,28358,5500,3686.54,33858,2023,9,3,1,False,Spring
58,327,2023-09-20,mercadolibre,jackets,3,20436,61308,0,7970.04,61308,2023,9,3,2,False,Spring
257,35,2023-09-22,mercadolibre,socks,2,5198,10396,3500,1351.48,13896,2023,9,3,4,False,Spring
1313,141,2023-09-23,mercadolibre,pajamas,1,24735,24735,3500,3215.55,28235,2023,9,3,5,True,Spring
1129,21,2023-09-23,mercadolibre,tshirts,2,9783,19566,3500,2543.58,23066,2023,9,3,5,True,Spring
1640,164,2023-09-23,mercadolibre,towels,1,12375,12375,3500,1608.75,15875,2023,9,3,5,True,Spring
309,78,2023-09-23,mercadolibre,tshirts,2,14409,28818,5500,3746.34,34318,2023,9,3,5,True,Spring
59,25,2023-09-24,mercadolibre,tshirts,2,11822,23644,3500,3073.7200000000003,27144,2023,9,3,6,True,Spring
556,368,2023-09-24,mercadolibre,shorts,2,12060,24120,5500,3135.6,29620,2023,9,3,6,True,Spring
1184,410,2023-09-25,mercadolibre,shorts,1,11086,11086,3500,1441.18,14586,2023,9,3,0,False,Spring
1909,29,2023-09-25,mercadolibre,socks,3,3242,9726,5500,1264.38,15226,2023,9,3,0,False,Spring
181,132,2023-09-25,mercadolibre,socks,1,3823,3823,3500,496.99,7323,2023,9,3,0,False,Spring
1850,24,2023-09-26,mercadolibre,towels,1,12395,12395,3500,1611.35,15895,2023,9,3,1,False,Spring
355,65,2023-09-26,mercadolibre,shorts,3,12732,38196,0,4965.4800000000005,38196,2023,9,3,1,False,Spring
706,58,2023-09-27,mercadolibre,towels,1,12921,12921,5500,1679.73,18421,2023,9,3,2,False,Spring
997,24,2023-09-27,mercadolibre,jackets,3,34260,102780,0,13361.4,102780,2023,9,3,2,False,Spring
613,423,2023-09-27,mercadolibre,jackets,1,27469,27469,5500,3570.9700000000003,32969,2023,9,3,2,False,Spring
724,36,2023-09-28,mercadolibre,towels,1,15586,15586,3500,2026.18,19086,2023,9,3,3,False,Spring
1033,2,2023-09-28,mercadolibre,pajamas,3,17769,53307,0,6929.91,53307,2023,9,3,3,False,Spring
217,117,2023-09-28,mercadolibre,jackets,1,31045,31045,0,4035.85,31045,2023,9,3,3,False,Spring
533,184,2023-09-29,mercadolibre,socks,1,4898,4898,5500,636.74,10398,2023,9,3,4,False,Spring
102,461,2023-09-30,mercadolibre,socks,4,5844,23376,3500,3038.88,26876,2023,9,3,5,True,Spring
1062,100,2023-09-30,mercadolibre,shorts,2,15519,31038,0,4034.94,31038,2023,9,3,5,True,Spring
771,76,2023-09-30,mercadolibre,socks,1,5505,5505,5500,715.65,11005,2023,9,3,5,True,Spring
630,69,2023-09-30,mercadolibre,tshirts,1,14442,14442,3500,1877.46,17942,2023,9,3,5,True,Spring
1110,44,2023-09-30,mercadolibre,jackets,4,28021,112084,0,14570.92,112084,2023,9,3,5,True,Spring
518,313,2023-10-01,mercadolibre,tshirts,4,14912,59648,0,7754.240000000001,59648,2023,10,4,6,True,Spring
221,80,2023-10-01,mercadolibre,pajamas,3,17218,51654,0,6715.02,51654,2023,10,4,6,True,Spring
1688,15,2023-10-02,mercadolibre,shorts,2,15479,30958,0,4024.54,30958,2023,10,4,0,False,Spring
386,276,2023-10-02,mercadolibre,tshirts,1,14884,14884,3500,1934.92,18384,2023,10,4,0,False,Spring
1368,72,2023-10-02,mercadolibre,towels,1,10297,10297,3500,1338.61,13797,2023,10,4,0,False,Spring
1180,497,2023-10-03,mercadolibre,towels,1,10507,10507,5500,1365.91,16007,2023,10,4,1,False,Spring
1863,239,2023-10-04,mercadolibre,shorts,4,13846,55384,0,7199.92,55384,2023,10,4,2,False,Spring
126,2,2023-10-05,mercadolibre,tshirts,2,13941,27882,3500,3624.66,31382,2023,10,4,3,False,Spring
902,8,2023-10-05,mercadolibre,tshirts,2,10561,21122,5500,2745.86,26622,2023,10,4,3,False,Spring
177,413,2023-10-05,mercadolibre,towels,4,15334,61336,0,7973.68,61336,2023,10,4,3,False,Spring
1732,36,2023-10-06,mercadolibre,jackets,1,23540,23540,3500,3060.2000000000003,27040,2023,10,4,4,False,Spring
1792,88,2023-10-06,mercadolibre,pajamas,2,16522,33044,0,4295.72,33044,2023,10,4,4,False,Spring
1491,60,2023-10-08,mercadolibre,jackets,2,34659,69318,0,9011.34,69318,2023,10,4,6,True,Spring
1398,41,2023-10-09,mercadolibre,jackets,2,23589,47178,0,6133.14,47178,2023,10,4,0,False,Spring
1167,15,2023-10-09,mercadolibre,towels,1,12357,12357,3500,1606.41,15857,2023,10,4,0,False,Spring
1325,369,2023-10-10,mercadolibre,socks,3,4496,13488,5500,1753.44,18988,2023,10,4,1,False,Spring
812,133,2023-10-10,mercadolibre,towels,2,10740,21480,3500,2792.4,24980,2023,10,4,1,False,Spring
1021,44,2023-10-11,mercadolibre,jackets,4,27147,108588,0,14116.44,108588,2023,10,4,2,False,Spring
817,3,2023-10-11,mercadolibre,tshirts,1,11581,11581,3500,1505.53,15081,2023,10,4,2,False,Spring
1455,252,2023-10-11,mercadolibre,towels,4,15624,62496,0,8124.48,62496,2023,10,4,2,False,Spring
1719,52,2023-10-12,mercadolibre,shorts,2,13403,26806,3500,3484.78,30306,2023,10,4,3,False,Spring
1159,22,2023-10-13,mercadolibre,pajamas,1,23980,23980,5500,3117.4,29480,2023,10,4,4,False,Spring
515,124,2023-10-14,mercadolibre,towels,3,9128,27384,3500,3559.92,30884,2023,10,4,5,True,Spring
1736,97,2023-10-15,mercadolibre,socks,1,3827,3827,3500,497.51,7327,2023,10,4,6,True,Spring
1339,89,2023-10-16,mercadolibre,socks,4,3520,14080,5500,1830.4,19580,2023,10,4,0,False,Spring
390,486,2023-10-16,mercadolibre,socks,4,3781,15124,3500,1966.12,18624,2023,10,4,0,False,Spring
151,60,2023-10-18,mercadolibre,socks,2,5332,10664,3500,1386.32,14164,2023,10,4,2,False,Spring
404,247,2023-10-21,mercadolibre,jackets,1,34209,34209,0,4447.17,34209,2023,10,4,5,True,Spring
1298,461,2023-10-21,mercadolibre,pajamas,2,19289,38578,0,5015.14,38578,2023,10,4,5,True,Spring
1526,97,2023-10-21,mercadolibre,towels,1,13713,13713,3500,1782.69,17213,2023,10,4,5,True,Spring
896,15,2023-10-21,mercadolibre,towels,2,14170,28340,3500,3684.2,31840,2023,10,4,5,True,Spring
837,117,2023-10-22,mercadolibre,shorts,4,13222,52888,0,6875.4400000000005,52888,2023,10,4,6,True,Spring
849,60,2023-10-23,mercadolibre,socks,1,4898,4898,3500,636.74,8398,2023,10,4,0,False,Spring
1878,47,2023-10-23,mercadolibre,shorts,3,14699,44097,0,5732.610000000001,44097,2023,10,4,0,False,Spring
468,64,2023-10-24,mercadolibre,shorts,3,11206,33618,0,4370.34,33618,2023,10,4,1,False,Spring
1600,75,2023-10-24,mercadolibre,tshirts,2,12591,25182,5500,3273.6600000000003,30682,2023,10,4,1,False,Spring
1324,84,2023-10-25,mercadolibre,shorts,2,11057,22114,3500,2874.82,25614,2023,10,4,2,False,Spring
560,149,2023-10-25,mercadolibre,pajamas,1,21436,21436,5500,2786.6800000000003,26936,2023,10,4,2,False,Spring
1447,482,2023-10-27,mercadolibre,socks,4,5385,21540,3500,2800.2000000000003,25040,2023,10,4,4,False,Spring
1988,18,2023-10-28,mercadolibre,towels,4,15294,61176,0,7952.88,61176,2023,10,4,5,True,Spring
1123,234,2023-10-29,mercadolibre,shorts,3,14853,44559,0,5792.67,44559,2023,10,4,6,True,Spring
1176,49,2023-10-31,mercadolibre,tshirts,1,12070,12070,5500,1569.1,17570,2023,10,4,1,False,Spring
81,56,2023-11-01,mercadolibre,socks,2,4606,9212,3500,1197.56,12712,2023,11,4,2,False,Spring
619,88,2023-11-01,mercadolibre,jackets,1,34755,34755,0,4518.150000000001,34755,2023,11,4,2,False,Spring
135,20,2023-11-02,mercadolibre,pajamas,4,20292,81168,0,10551.84,81168,2023,11,4,3,False,Spring
767,257,2023-11-02,mercadolibre,socks,1,4179,4179,3500,543.27,7679,2023,11,4,3,False,Spring
1721,68,2023-11-03,mercadolibre,jackets,2,30797,61594,0,8007.22,61594,2023,11,4,4,False,Spring
1487,59,2023-11-03,mercadolibre,shorts,1,10880,10880,3500,1414.4,14380,2023,11,4,4,False,Spring
1477,141,2023-11-03,mercadolibre,jackets,3,23820,71460,0,9289.8,71460,2023,11,4,4,False,Spring
569,350,2023-11-04,mercadolibre,socks,1,4049,4049,3500,526.37,7549,2023,11,4,5,True,Spring
1498,437,2023-11-05,mercadolibre,tshirts,4,13929,55716,0,7243.08,55716,2023,11,4,6,True,Spring
372,360,2023-11-05,mercadolibre,jackets,1,33634,33634,0,4372.42,33634,2023,11,4,6,True,Spring
1276,175,2023-11-05,mercadolibre,towels,1,14887,14887,5500,1935.31,20387,2023,11,4,6,True,Spring
1354,65,2023-11-05,mercadolibre,tshirts,2,12814,25628,3500,3331.6400000000003,29128,2023,11,4,6,True,Spring
1873,32,2023-11-06,mercadolibre,shorts,1,12193,12193,3500,1585.09,15693,2023,11,4,0,False,Spring
1371,58,2023-11-06,mercadolibre,pajamas,1,18066,18066,5500,2348.58,23566,2023,11,4,0,False,Spring
753,99,2023-11-06,mercadolibre,pajamas,1,20403,20403,3500,2652.39,23903,2023,11,4,0,False,Spring
1563,43,2023-11-07,mercadolibre,tshirts,3,14239,42717,0,5553.21,42717,2023,11,4,1,False,Spring
1795,367,2023-11-07,mercadolibre,pajamas,2,16643,33286,0,4327.18,33286,2023,11,4,1,False,Spring
672,111,2023-11-08,mercadolibre,towels,1,9513,9513,3500,1236.69,13013,2023,11,4,2,False,Spring
1456,6,2023-11-08,mercadolibre,shorts,1,15750,15750,3500,2047.5,19250,2023,11,4,2,False,Spring
434,80,2023-11-09,mercadolibre,tshirts,2,9817,19634,5500,2552.42,25134,2023,11,4,3,False,Spring
93,443,2023-11-09,mercadolibre,jackets,1,28635,28635,3500,3722.55,32135,2023,11,4,3,False,Spring
1830,39,2023-11-10,mercadolibre,pajamas,1,19772,19772,3500,2570.36,23272,2023,11,4,4,False,Spring
1991,85,2023-11-10,mercadolibre,shorts,2,11078,22156,3500,2880.28,25656,2023,11,4,4,False,Spring
989,350,2023-11-10,mercadolibre,towels,1,13190,13190,3500,1714.7,16690,2023,11,4,4,False,Spring
333,29,2023-11-11,mercadolibre,jackets,2,20385,40770,0,5300.1,40770,2023,11,4,5,True,Spring
1695,187,2023-11-11,mercadolibre,towels,1,9966,9966,3500,1295.5800000000002,13466,2023,11,4,5,True,Spring
602,42,2023-11-14,mercadolibre,jackets,1,33839,33839,0,4399.07,33839,2023,11,4,1,False,Spring
824,30,2023-11-14,mercadolibre,shorts,4,12173,48692,0,6329.96,48692,2023,11,4,1,False,Spring
1820,74,2023-11-14,mercadolibre,tshirts,1,9893,9893,3500,1286.09,13393,2023,11,4,1,False,Spring
335,40,2023-11-15,mercadolibre,towels,2,10643,21286,3500,2767.1800000000003,24786,2023,11,4,2,False,Spring
121,85,2023-11-16,mercadolibre,tshirts,2,10497,20994,3500,2729.2200000000003,24494,2023,11,4,3,False,Spring
909,86,2023-11-17,mercadolibre,tshirts,1,14581,14581,5500,1895.53,20081,2023,11,4,4,False,Spring
1747,95,2023-11-17,mercadolibre,socks,3,4512,13536,3500,1759.68,17036,2023,11,4,4,False,Spring
1687,475,2023-11-18,mercadolibre,tshirts,2,10855,21710,3500,2822.3,25210,2023,11,4,5,True,Spring
1670,85,2023-11-19,mercadolibre,tshirts,4,13740,54960,0,7144.8,54960,2023,11,4,6,True,Spring
349,10,2023-11-19,mercadolibre,socks,4,4418,17672,3500,2297.36,21172,2023,11,4,6,True,Spring
1880,222,2023-11-20,mercadolibre,socks,3,5660,16980,3500,2207.4,20480,2023,11,4,0,False,Spring
1870,461,2023-11-20,mercadolibre,jackets,2,25487,50974,0,6626.62,50974,2023,11,4,0,False,Spring
62,182,2023-11-20,mercadolibre,towels,1,14617,14617,3500,1900.21,18117,2023,11,4,0,False,Spring
607,73,2023-11-20,mercadolibre,tshirts,4,10925,43700,0,5681.0,43700,2023,11,4,0,False,Spring
1597,99,2023-11-21,mercadolibre,socks,3,5372,16116,3500,2095.08,19616,2023,11,4,1,False,Spring
1860,310,2023-11-21,mercadolibre,tshirts,1,9354,9354,3500,1216.02,12854,2023,11,4,1,False,Spring
1945,63,2023-11-22,mercadolibre,towels,2,8028,16056,3500,2087.28,19556,2023,11,4,2,False,Spring
1835,127,2023-11-22,mercadolibre,shorts,3,14371,43113,0,5604.6900000000005,43113,2023,11,4,2,False,Spring
1819,96,2023-11-23,mercadolibre,jackets,1,28313,28313,3500,3680.69,31813,2023,11,4,3,False,Spring
928,16,2023-11-23,mercadolibre,towels,2,8683,17366,3500,2257.58,20866,2023,11,4,3,False,Spring
667,25,2023-11-23,mercadolibre,shorts,1,13435,13435,3500,1746.55,16935,2023,11,4,3,False,Spring
662,464,2023-11-24,mercadolibre,tshirts,2,9499,18998,5500,2469.74,24498,2023,11,4,4,False,Spring
54,36,2023-11-24,mercadolibre,socks,3,5915,17745,5500,2306.85,23245,2023,11,4,4,False,Spring
521,30,2023-11-25,mercadolibre,socks,2,5917,11834,3500,1538.42,15334,2023,11,4,5,True,Spring
1405,421,2023-11-25,mercadolibre,pajamas,1,21310,21310,3500,2770.3,24810,2023,11,4,5,True,Spring
1410,47,2023-11-26,mercadolibre,tshirts,2,11264,22528,3500,2928.6400000000003,26028,2023,11,4,6,True,Spring
129,99,2023-11-26,mercadolibre,socks,1,5477,5477,3500,712.01,8977,2023,11,4,6,True,Spring
1264,47,2023-11-26,mercadolibre,jackets,2,25238,50476,0,6561.88,50476,2023,11,4,6,True,Spring
545,324,2023-11-26,mercadolibre,tshirts,1,9141,9141,5500,1188.33,14641,2023,11,4,6,True,Spring
268,440,2023-11-26,mercadolibre,jackets,4,22039,88156,0,11460.28,88156,2023,11,4,6,True,Spring
1845,88,2023-11-28,mercadolibre,tshirts,2,9974,19948,5500,2593.24,25448,2023,11,4,1,False,Spring
294,37,2023-11-29,mercadolibre,socks,1,5849,5849,3500,760.37,9349,2023,11,4,2,False,Spring
299,45,2023-11-29,mercadolibre,jackets,3,27625,82875,0,10773.75,82875,2023,11,4,2,False,Spring
298,154,2023-11-30,mercadolibre,towels,1,14398,14398,5500,1871.74,19898,2023,11,4,3,False,Spring
742,245,2023-11-30,mercadolibre,socks,2,4845,9690,3500,1259.7,13190,2023,11,4,3,False,Spring
1145,124,2023-11-30,mercadolibre,tshirts,2,12720,25440,3500,3307.2000000000003,28940,2023,11,4,3,False,Spring
1735,73,2023-12-01,mercadolibre,tshirts,1,10100,10100,5500,1313.0,15600,2023,12,4,4,False,Summer
1952,12,2023-12-01,mercadolibre,pajamas,1,15748,15748,3500,2047.24,19248,2023,12,4,4,False,Summer
1444,449,2023-12-02,mercadolibre,shorts,1,13296,13296,3500,1728.48,16796,2023,12,4,5,True,Summer
1174,46,2023-12-03,mercadolibre,socks,3,5101,15303,3500,1989.39,18803,2023,12,4,6,True,Summer
1061,63,2023-12-03,mercadolibre,towels,1,11918,11918,3500,1549.34,15418,2023,12,4,6,True,Summer
1086,113,2023-12-04,mercadolibre,pajamas,1,23121,23121,3500,3005.73,26621,2023,12,4,0,False,Summer
1105,60,2023-12-04,mercadolibre,jackets,1,34003,34003,0,4420.39,34003,2023,12,4,0,False,Summer
1189,410,2023-12-05,mercadolibre,tshirts,1,11194,11194,3500,1455.22,14694,2023,12,4,1,False,Summer
761,3,2023-12-06,mercadolibre,socks,1,5014,5014,3500,651.82,8514,2023,12,4,2,False,Summer
286,97,2023-12-06,mercadolibre,towels,3,14765,44295,0,5758.35,44295,2023,12,4,2,False,Summer
946,204,2023-12-06,mercadolibre,socks,1,5874,5874,3500,763.62,9374,2023,12,4,2,False,Summer
445,193,2023-12-06,mercadolibre,towels,1,13243,13243,3500,1721.59,16743,2023,12,4,2,False,Summer
794,87,2023-12-08,mercadolibre,pajamas,1,24665,24665,5500,3206.4500000000003,30165,2023,12,4,4,False,Summer
1355,46,2023-12-09,mercadolibre,pajamas,2,17367,34734,0,4515.42,34734,2023,12,4,5,True,Summer
406,381,2023-12-09,mercadolibre,pajamas,4,16510,66040,0,8585.2,66040,2023,12,4,5,True,Summer
426,31,2023-12-09,mercadolibre,socks,1,3348,3348,5500,435.24,8848,2023,12,4,5,True,Summer
458,81,2023-12-09,mercadolibre,towels,2,15654,31308,0,4070.04,31308,2023,12,4,5,True,Summer
1729,264,2023-12-10,mercadolibre,shorts,1,10137,10137,3500,1317.81,13637,2023,12,4,6,True,Summer
1049,42,2023-12-10,mercadolibre,shorts,1,16499,16499,3500,2144.87,19999,2023,12,4,6,True,Summer
483,28,2023-12-10,mercadolibre,shorts,1,12515,12515,3500,1626.95,16015,2023,12,4,6,True,Summer
506,61,2023-12-11,mercadolibre,tshirts,2,14729,29458,5500,3829.54,34958,2023,12,4,0,False,Summer
448,81,2023-12-13,mercadolibre,tshirts,1,12404,12404,5500,1612.52,17904,2023,12,4,2,False,Summer
273,318,2023-12-14,mercadolibre,shorts,4,13894,55576,0,7224.88,55576,2023,12,4,3,False,Summer
1890,86,2023-12-14,mercadolibre,pajamas,2,19392,38784,0,5041.92,38784,2023,12,4,3,False,Summer
101,208,2023-12-14,mercadolibre,tshirts,4,11501,46004,0,5980.52,46004,2023,12,4,3,False,Summer
1982,33,2023-12-16,mercadolibre,pajamas,2,16898,33796,0,4393.4800000000005,33796,2023,12,4,5,True,Summer
1803,9,2023-12-17,mercadolibre,jackets,3,34809,104427,0,13575.51,104427,2023,12,4,6,True,Summer
1058,50,2023-12-18,mercadolibre,shorts,3,10219,30657,0,3985.41,30657,2023,12,4,0,False,Summer
733,75,2023-12-18,mercadolibre,tshirts,4,11961,47844,0,6219.72,47844,2023,12,4,0,False,Summer
427,352,2023-12-18,mercadolibre,pajamas,1,22759,22759,3500,2958.67,26259,2023,12,4,0,False,Summer
1912,400,2023-12-19,mercadolibre,jackets,1,23466,23466,3500,3050.58,26966,2023,12,4,1,False,Summer
1118,34,2023-12-21,mercadolibre,pajamas,1,22601,22601,3500,2938.13,26101,2023,12,4,3,False,Summer
1886,166,2023-12-21,mercadolibre,jackets,1,25650,25650,5500,3334.5,31150,2023,12,4,3,False,Summer
1420,44,2023-12-21,mercadolibre,tshirts,2,9082,18164,3500,2361.32,21664,2023,12,4,3,False,Summer
163,56,2023-12-21,mercadolibre,pajamas,2,22045,44090,0,5731.7,44090,2023,12,4,3,False,Summer
1196,270,2023-12-22,mercadolibre,tshirts,4,13288,53152,0,6909.76,53152,2023,12,4,4,False,Summer
756,204,2023-12-23,mercadolibre,jackets,1,20169,20169,5500,2621.9700000000003,25669,2023,12,4,5,True,Summer
1837,421,2023-12-23,mercadolibre,jackets,2,29291,58582,0,7615.66,58582,2023,12,4,5,True,Summer
1449,194,2023-12-23,mercadolibre,tshirts,3,13497,40491,0,5263.83,40491,2023,12,4,5,True,Summer
1605,35,2023-12-24,mercadolibre,socks,2,4509,9018,5500,1172.34,14518,2023,12,4,6,True,Summer
1977,30,2023-12-24,mercadolibre,socks,2,5601,11202,3500,1456.26,14702,2023,12,4,6,True,Summer
60,45,2023-12-25,mercadolibre,towels,2,11558,23116,3500,3005.08,26616,2023,12,4,0,False,Summer
1416,281,2023-12-28,mercadolibre,pajamas,1,17461,17461,3500,2269.9300000000003,20961,2023,12,4,3,False,Summer
857,86,2023-12-29,mercadolibre,jackets,4,30586,122344,0,15904.72,122344,2023,12,4,4,False,Summer
229,70,2023-12-30,mercadolibre,pajamas,1,16385,16385,3500,2130.05,19885,2023,12,4,5,True,Summer
9,333,2023-12-30,mercadolibre,shorts,3,16859,50577,0,6575.01,50577,2023,12,4,5,True,Summer
1244,497,2023-12-30,mercadolibre,shorts,4,10521,42084,0,5470.92,42084,2023,12,4,5,True,Summer
1463,62,2023-12-31,mercadolibre,shorts,4,12882,51528,0,6698.64,51528,2023,12,4,6,True,Summer
1588,22,2023-12-31,mercadolibre,shorts,1,15229,15229,3500,1979.77,18729,2023,12,4,6,True,Summer
553,1,2024-01-01,mercadolibre,socks,1,5967,5967,3500,775.71,9467,2024,1,1,0,False,Summer
83,50,2024-01-01,mercadolibre,tshirts,3,14331,42993,0,5589.09,42993,2024,1,1,0,False,Summer
601,265,2024-01-02,mercadolibre,jackets,3,30652,91956,0,11954.28,91956,2024,1,1,1,False,Summer
PS-10083,584,2024-01-02,shopify,shorts,2,19990,39980,5500,1199.4,45480,2024,1,1,1,False,Summer
1538,16,2024-01-02,mercadolibre,tshirts,1,9051,9051,3500,1176.63,12551,2024,1,1,1,False,Summer
1549,86,2024-01-02,mercadolibre,socks,2,4267,8534,3500,1109.42,12034,2024,1,1,1,False,Summer
PS-10028,529,2024-01-03,shopify,jackets,2,19990,39980,3500,1199.4,42980,2024,1,1,2,False,Summer
1679,27,2024-01-03,mercadolibre,jackets,2,31971,63942,0,8312.460000000001,63942,2024,1,1,2,False,Summer
PS-10170,671,2024-01-04,shopify,jackets,3,19990,59970,5500,1799.1,65470,2024,1,1,3,False,Summer
PS-10090,591,2024-01-04,shopify,socks,1,12990,12990,3500,389.7,15490,2024,1,1,3,False,Summer
PS-10096,597,2024-01-04,shopify,jackets,1,13990,13990,3500,419.7,16490,2024,1,1,3,False,Summer
PS-10283,784,2024-01-05,shopify,tshirts,2,4990,9980,5500,299.4,15480,2024,1,1,4,False,Summer
1681,21,2024-01-06,mercadolibre,tshirts,1,13041,13041,5500,1695.3300000000002,18541,2024,1,1,5,True,Summer
1650,22,2024-01-07,mercadolibre,tshirts,3,14316,42948,0,5583.24,42948,2024,1,1,6,True,Summer
PS-10244,745,2024-01-08,shopify,towels,2,12990,25980,0,779.4,25480,2024,1,1,0,False,Summer
1203,313,2024-01-08,mercadolibre,socks,1,4628,4628,5500,601.64,10128,2024,1,1,0,False,Summer
PS-10151,652,2024-01-09,shopify,jackets,2,12990,25980,3500,779.4,29480,2024,1,1,1,False,Summer
PS-10220,721,2024-01-11,shopify,towels,1,27990,27990,0,839.6999999999999,26990,2024,1,1,3,False,Summer
PS-10236,737,2024-01-11,shopify,socks,1,11990,11990,0,359.7,11490,2024,1,1,3,False,Summer
675,74,2024-01-14,mercadolibre,shorts,4,15628,62512,0,8126.56,62512,2024,1,1,6,True,Summer
PS-10104,605,2024-01-15,shopify,socks,1,4990,4990,0,149.7,4990,2024,1,1,0,False,Summer
PS-10267,768,2024-01-15,shopify,jackets,1,12990,12990,3500,389.7,14490,2024,1,1,0,False,Summer
73,23,2024-01-16,mercadolibre,towels,4,15305,61220,0,7958.6,61220,2024,1,1,1,False,Summer
PS-10117,618,2024-01-17,shopify,towels,2,11990,23980,3500,719.4,26480,2024,1,1,2,False,Summer
PS-10171,672,2024-01-18,shopify,towels,1,19990,19990,0,599.6999999999999,17990,2024,1,1,3,False,Summer
648,14,2024-01-18,mercadolibre,towels,4,9124,36496,0,4744.4800000000005,36496,2024,1,1,3,False,Summer
PS-10005,506,2024-01-18,shopify,shorts,2,19990,39980,5500,1199.4,44480,2024,1,1,3,False,Summer
PS-10082,583,2024-01-19,shopify,pajamas,1,27990,27990,0,839.6999999999999,27990,2024,1,1,4,False,Summer
PS-10183,684,2024-01-19,shopify,pajamas,1,12990,12990,3500,389.7,16490,2024,1,1,4,False,Summer
604,67,2024-01-19,mercadolibre,pajamas,2,19889,39778,0,5171.14,39778,2024,1,1,4,False,Summer
874,159,2024-01-19,mercadolibre,socks,1,4907,4907,3500,637.91,8407,2024,1,1,4,False,Summer
728,49,2024-01-22,mercadolibre,pajamas,1,16590,16590,5500,2156.7000000000003,22090,2024,1,1,0,False,Summer
1228,73,2024-01-22,mercadolibre,pajamas,4,21808,87232,0,11340.16,87232,2024,1,1,0,False,Summer
PS-10268,769,2024-01-24,shopify,tshirts,1,19990,19990,0,599.6999999999999,19490,2024,1,1,2,False,Summer
778,288,2024-01-25,mercadolibre,jackets,2,29098,58196,0,7565.48,58196,2024,1,1,3,False,Summer
959,292,2024-01-26,mercadolibre,pajamas,1,22857,22857,3500,2971.4100000000003,26357,2024,1,1,4,False,Summer
926,286,2024-01-26,mercadolibre,shorts,4,13310,53240,0,6921.2,53240,2024,1,1,4,False,Summer
PS-10078,579,2024-01-26,shopify,pajamas,1,13990,13990,3500,419.7,16490,2024,1,1,4,False,Summer
PS-10108,609,2024-01-28,shopify,tshirts,1,11990,11990,3500,359.7,15490,2024,1,1,6,True,Summer
PS-10218,719,2024-01-29,shopify,pajamas,1,27990,27990,3500,839.6999999999999,31490,2024,1,1,0,False,Summer
1944,37,2024-01-30,mercadolibre,tshirts,4,12603,50412,0,6553.56,50412,2024,1,1,1,False,Summer
1939,281,2024-01-31,mercadolibre,tshirts,1,11884,11884,5500,1544.92,17384,2024,1,1,2,False,Summer
897,108,2024-02-02,mercadolibre,jackets,2,28273,56546,0,7350.98,56546,2024,2,1,4,False,Summer
PS-10017,518,2024-02-02,shopify,tshirts,1,12990,12990,3500,389.7,14490,2024,2,1,4,False,Summer
PS-10285,786,2024-02-02,shopify,towels,2,27990,55980,3500,1679.4,57480,2024,2,1,4,False,Summer
1582,42,2024-02-06,mercadolibre,pajamas,2,24953,49906,0,6487.780000000001,49906,2024,2,1,1,False,Summer
1087,1,2024-02-08,mercadolibre,towels,1,10620,10620,5500,1380.6,16120,2024,2,1,3,False,Summer
PS-10030,531,2024-02-09,shopify,tshirts,1,19990,19990,0,599.6999999999999,18990,2024,2,1,4,False,Summer
212,17,2024-02-09,mercadolibre,jackets,4,20054,80216,0,10428.08,80216,2024,2,1,4,False,Summer
PS-10157,658,2024-02-10,shopify,shorts,3,11990,35970,3500,1079.1,39470,2024,2,1,5,True,Summer
305,99,2024-02-12,mercadolibre,pajamas,4,16610,66440,0,8637.2,66440,2024,2,1,0,False,Summer
PS-10074,575,2024-02-13,shopify,towels,1,13990,13990,3500,419.7,16490,2024,2,1,1,False,Summer
PS-10257,758,2024-02-14,shopify,tshirts,1,4990,4990,5500,149.7,10490,2024,2,1,2,False,Summer
PS-10182,683,2024-02-15,shopify,shorts,2,12990,25980,3500,779.4,28480,2024,2,1,3,False,Summer
PS-10192,693,2024-02-15,shopify,jackets,2,4990,9980,0,299.4,8980,2024,2,1,3,False,Summer
1785,408,2024-02-16,mercadolibre,socks,4,3333,13332,3500,1733.16,16832,2024,2,1,4,False,Summer
PS-10122,623,2024-02-16,shopify,shorts,3,4990,14970,3500,449.1,18470,2024,2,1,4,False,Summer
PS-10033,534,2024-02-17,shopify,tshirts,1,13990,13990,0,419.7,12990,2024,2,1,5,True,Summer
PS-10015,516,2024-02-17,shopify,jackets,1,4990,4990,3500,149.7,7990,2024,2,1,5,True,Summer
